round,client,n_samples,throughput_mbps,latency_ms,node_trust,quality,behaviour,weight
9,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
9,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
9,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
9,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
9,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
9,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
9,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
9,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
9,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
9,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
9,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
9,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
9,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
9,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
9,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
9,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
9,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
9,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
9,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
9,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
9,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
9,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
9,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
9,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
9,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
9,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
9,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
9,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
9,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
9,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
9,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
9,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
10,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
10,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
10,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
10,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
10,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
10,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
10,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
10,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
10,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
10,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
10,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
10,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
10,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
10,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
10,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
10,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
10,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
10,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
10,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
10,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
10,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
10,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
10,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
10,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
10,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
10,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
10,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
10,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
10,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
10,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
10,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
10,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
10,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
10,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
10,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
10,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
10,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
10,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
10,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
10,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
10,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
10,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
10,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
10,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
10,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
10,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
10,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
10,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
10,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
10,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
11,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
11,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
11,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
11,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
11,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
11,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
11,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
11,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
11,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
11,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
11,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
11,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
11,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
11,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
11,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
11,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
11,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
11,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
11,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
11,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
11,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
11,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
11,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
11,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
11,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
11,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
11,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
11,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
11,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
11,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
11,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
11,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
11,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
11,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
11,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
11,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
11,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
11,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
11,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
11,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
11,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
11,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
11,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
11,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
11,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
11,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
11,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
11,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
11,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
11,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
12,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
12,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
12,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
12,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
12,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
12,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
12,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
12,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
12,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
12,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
12,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
12,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
12,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
12,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
12,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
12,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
12,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
12,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
12,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
12,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
12,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
12,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
12,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
12,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
12,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
12,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
12,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
12,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
12,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
12,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
12,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
12,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
12,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
12,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
12,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
12,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
12,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
12,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
12,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
12,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
12,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
12,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
12,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
12,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
12,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
12,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
12,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
12,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
12,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
12,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
13,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
13,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
13,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
13,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
13,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
13,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
13,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
13,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
13,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
13,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
13,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
13,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
13,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
13,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
13,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
13,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
13,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
13,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
13,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
13,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
13,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
13,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
13,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
13,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
13,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
13,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
13,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
13,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
13,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
13,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
13,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
13,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
13,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
13,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
13,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
13,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
13,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
13,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
13,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
13,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
13,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
13,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
13,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
13,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
13,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
13,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
13,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
13,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
13,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
13,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
14,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
14,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
14,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
14,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
14,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
14,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
14,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
14,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
14,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
14,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
14,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
14,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
14,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
14,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
14,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
14,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
14,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
14,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
14,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
14,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
14,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
14,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
14,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
14,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
14,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
14,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
14,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
14,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
14,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
14,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
14,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
14,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
14,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
14,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
14,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
14,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
14,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
14,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
14,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
14,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
14,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
14,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
14,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
14,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
14,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
14,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
14,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
14,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
14,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
14,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
15,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
15,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
15,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
15,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
15,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
15,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
15,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
15,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
15,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
15,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
15,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
15,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
15,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
15,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
15,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
15,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
15,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
15,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
15,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
15,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
15,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
15,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
15,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
15,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
15,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
15,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
15,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
15,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
15,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
15,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
15,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
15,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
15,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
15,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
15,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
15,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
15,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
15,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
15,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
15,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
15,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
15,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
15,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
15,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
15,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
15,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
15,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
15,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
15,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
15,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
16,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
16,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
16,47,12745,61.82,116.641,1.0,0.0317,1.0,0.005897
16,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
16,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
16,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
16,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
16,19,1516,43.694,116.931,1.0,0.0223,1.0,0.004158
16,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
16,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
16,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
16,34,3364701,82.57,147.901,1.0,0.0334,1.0,0.006212
16,6,3154644,44.893,91.387,1.0,0.0294,1.0,0.005466
16,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
16,38,7869131,76.284,7.671,1.0,0.5948,1.0,0.110655
16,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
16,32,35765,90.494,80.505,1.0,0.0672,1.0,0.012508
16,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
16,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
16,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
16,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
16,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
16,21,11853,60.407,148.878,1.0,0.0243,1.0,0.004515
16,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
16,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
16,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
16,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
16,33,65074,29.196,27.204,1.0,0.0642,1.0,0.011942
16,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
16,42,12981,75.889,135.53,1.0,0.0335,1.0,0.00623
16,1,6809,68.707,11.347,1.0,0.3621,1.0,0.067371
16,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
16,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
16,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
16,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
16,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
16,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
16,16,1121,37.811,132.576,1.0,0.0171,1.0,0.003173
16,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
16,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
16,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
16,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
16,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
16,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
16,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
16,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
16,7,4444,42.657,91.017,1.0,0.028,1.0,0.005215
16,12,2803244,30.021,80.194,1.0,0.0224,1.0,0.004165
16,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
16,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
17,26,4061549,53.593,128.007,1.0,0.025,1.0,0.004658
17,45,15733,61.368,118.613,1.0,0.0309,1.0,0.005757
17,28,21888,44.266,109.952,1.0,0.0241,1.0,0.00448
17,27,1378832,62.234,81.394,1.0,0.0457,1.0,0.008508
17,40,4232,99.787,128.944,1.0,0.0463,1.0,0.008611
17,48,6128,43.51,103.875,1.0,0.0251,1.0,0.004661
17,22,3788,94.914,80.884,1.0,0.0702,1.0,0.013057
17,30,12638022,85.405,5.968,1.0,0.8559,1.0,0.159234
17,17,6637,62.897,124.78,1.0,0.0301,1.0,0.005609
17,3,448,61.582,81.631,1.0,0.0451,1.0,0.008394
17,36,3229,47.698,137.695,1.0,0.0207,1.0,0.003854
17,37,8874,92.764,15.385,1.0,0.3606,1.0,0.067088
17,18,3035969,39.186,8.936,1.0,0.2623,1.0,0.048791
17,39,4269318,49.07,35.686,1.0,0.0822,1.0,0.0153
17,5,4487,76.762,114.282,1.0,0.0402,1.0,0.007474
17,43,753030,13.989,73.407,1.0,0.0114,1.0,0.00212
17,0,736461,79.656,68.637,1.0,0.0694,1.0,0.012913
17,49,10971,35.477,136.986,1.0,0.0155,1.0,0.002882
17,41,2417597,38.477,11.468,1.0,0.2007,1.0,0.037334
17,29,4003207,32.807,81.493,1.0,0.0241,1.0,0.004479
17,4,8012344,91.504,16.198,1.0,0.3379,1.0,0.062857
17,23,8086,14.265,80.142,1.0,0.0106,1.0,0.001981
17,35,3401789,80.734,84.92,1.0,0.0569,1.0,0.010578
17,2,67565,21.031,42.426,1.0,0.0296,1.0,0.005516
17,15,1143,71.575,72.905,1.0,0.0587,1.0,0.010924
17,31,7620607,54.337,48.988,1.0,0.0663,1.0,0.012342
17,46,7112780,28.562,106.962,1.0,0.016,1.0,0.002971
17,8,1291433,80.868,125.882,1.0,0.0384,1.0,0.007148
17,25,3116,47.29,23.406,1.0,0.1208,1.0,0.022481
17,20,11515,64.839,113.427,1.0,0.0342,1.0,0.00636
17,10,8242750,65.419,88.263,1.0,0.0443,1.0,0.008247
17,14,2133,75.351,7.451,1.0,0.6048,1.0,0.112526
17,24,1132,93.136,105.459,1.0,0.0528,1.0,0.009827
17,44,5280,65.392,30.426,1.0,0.1285,1.0,0.023914
17,9,11139791,94.82,49.535,1.0,0.1145,1.0,0.021299
17,13,3066,84.903,131.244,1.0,0.0387,1.0,0.007198
17,11,20020,11.001,109.242,1.0,0.006,1.0,0.001121
